run,mode,lr,beta2,seed,status,loss,tokens,directory,recipe_identity
synchronous-lr0.0016-beta20.98-seed43,synchronous,0.0016,0.98,43,complete,3.595668856785146,408071168,synchronous-lr0.0016-beta20.98-seed43/attempt-001,8ee76f5c22a41c0a121420ce4875197dbc4bb3bad8a962561dc7f50653a0d4de
synchronous-lr0.0016-beta20.98-seed44,synchronous,0.0016,0.98,44,complete,3.591951932893659,408071168,synchronous-lr0.0016-beta20.98-seed44/attempt-001,761515b85f932b93bd9a73f505e1618314ad10f731c301ae4a914d03d813dc34
synchronous-lr0.0016-beta20.999-seed42,synchronous,0.0016,0.999,42,complete,3.5760726798881888,408071168,synchronous-lr0.0016-beta20.999-seed42/attempt-001,ef6a48c377fb8df84add51afeb2b5287229d4bf7246b03df284f8a69be37bc83
synchronous-lr0.0016-beta20.999-seed43,synchronous,0.0016,0.999,43,complete,3.5678776664754346,408071168,synchronous-lr0.0016-beta20.999-seed43/attempt-001,51d10f833fe58615d275c808ec638af703259f198e7f41603d18244497eadc7c
synchronous-lr0.0016-beta20.999-seed44,synchronous,0.0016,0.999,44,complete,3.5685209147779804,408071168,synchronous-lr0.0016-beta20.999-seed44/attempt-001,b429da60a54864b71f969fec5b73b9d9623912bc675cc77a658d9dbff6e34bfa
synchronous-lr0.0018-beta20.95-seed42,synchronous,0.0018,0.95,42,complete,3.6133831541607457,408071168,synchronous-lr0.0018-beta20.95-seed42/attempt-001,6b35324ae6b23ecf007510645cb4f1d28b77b2ae19b358fe8cc0e8c426fc9902
synchronous-lr0.0018-beta20.95-seed43,synchronous,0.0018,0.95,43,complete,3.6029040687107123,408071168,synchronous-lr0.0018-beta20.95-seed43/attempt-001,a8e744c68b6c659f4dc2109fd0746d5ed378c848a40f8f1ecae307c87c98f01a
synchronous-lr0.0018-beta20.95-seed44,synchronous,0.0018,0.95,44,complete,3.626304411519204,408071168,synchronous-lr0.0018-beta20.95-seed44/attempt-001,b2ed3359e3f20f2a6c53f88dd3e0ba149682ca141c4e7f6a7c27bbd093c41ec9
synchronous-lr0.0018-beta20.98-seed42,synchronous,0.0018,0.98,42,complete,3.5904357431651874,408071168,synchronous-lr0.0018-beta20.98-seed42/attempt-001,ddea163cd272d16380bcff8873c64a6f602e98d1ea32df3259186fb48916f815
synchronous-lr0.0018-beta20.98-seed43,synchronous,0.0018,0.98,43,complete,3.5875969576672846,408071168,synchronous-lr0.0018-beta20.98-seed43/attempt-001,c94106bce14a704c8b7feccbf94c69b64bc9237e95ed6e137c4da05c2b0a3c70
synchronous-lr0.0018-beta20.98-seed44,synchronous,0.0018,0.98,44,complete,3.591256430863752,408071168,synchronous-lr0.0018-beta20.98-seed44/attempt-001,35df90b1349a9e82fa286e506b26836e82f54ff5430121245f114bd5e13340d0
synchronous-lr0.0018-beta20.999-seed42,synchronous,0.0018,0.999,42,complete,3.5761543460784933,408071168,synchronous-lr0.0018-beta20.999-seed42/attempt-001,88be5262efcba8d25b8bfcce5ef854e9e572a5c235767acf1757f7e346eaa1f2
synchronous-lr0.0018-beta20.999-seed43,synchronous,0.0018,0.999,43,complete,3.5619837430164263,408071168,synchronous-lr0.0018-beta20.999-seed43/attempt-001,1921eae08edfc6e8971b9d8ba8308f883cb25b5ab018231ef228a04a8b376c95
synchronous-lr0.0018-beta20.999-seed44,synchronous,0.0018,0.999,44,complete,3.5613973690262832,408071168,synchronous-lr0.0018-beta20.999-seed44/attempt-001,65e11ee7ecfd175428b040eac86ece8e95def5d6a1c2a893caab847d1017eb12
packed-4-lr0.0024-beta20.95-seed42,packed-4,0.0024,0.95,42,complete,3.758256545288924,408068096,packed-4-lr0.0024-beta20.95-seed42/attempt-001,4d2a048822985ba1740f2446aa70b6280182a596a5954e764fd7509a8029b171
packed-4-lr0.0024-beta20.95-seed43,packed-4,0.0024,0.95,43,complete,3.775280852855262,408068096,packed-4-lr0.0024-beta20.95-seed43/attempt-001,0503d8271444d4813f9197edee02232efa2d40316ef9533c7a5d11a2d5f12820
packed-4-lr0.0024-beta20.95-seed44,packed-4,0.0024,0.95,44,complete,3.768391927321274,408068096,packed-4-lr0.0024-beta20.95-seed44/attempt-001,0e79b9f3a221f686538ebbc810854f624aa21ca74584b60b812024d359ac4f6b
packed-4-lr0.0024-beta20.98-seed42,packed-4,0.0024,0.98,42,complete,3.6729020921001694,408068096,packed-4-lr0.0024-beta20.98-seed42/attempt-001,c252019120fae8f4b7e3c87861bf2d8eb403e512dadd7365e98f969368e66fe8
packed-4-lr0.0024-beta20.98-seed43,packed-4,0.0024,0.98,43,complete,3.6699027971505473,408068096,packed-4-lr0.0024-beta20.98-seed43/attempt-001,03551baf710d1f4a661a91b0c07a0a2aef3fdc36545391238ef87f3fec4acae2
packed-4-lr0.0024-beta20.98-seed44,packed-4,0.0024,0.98,44,complete,3.6868704651021282,408068096,packed-4-lr0.0024-beta20.98-seed44/attempt-001,27c265e44bef3b6cb3aaa994442316b605eefab721993302c4838df2ff54a174
packed-4-lr0.0024-beta20.999-seed42,packed-4,0.0024,0.999,42,complete,3.5990887527984263,408068096,packed-4-lr0.0024-beta20.999-seed42/attempt-001,31171e5f9233c1075dd6c37072a7ca263dac3ba80b7814bec54692e134ddb64e
packed-4-lr0.0024-beta20.999-seed43,packed-4,0.0024,0.999,43,complete,3.5982707183023064,408068096,packed-4-lr0.0024-beta20.999-seed43/attempt-001,7e36fba79e6fe962e133a670d74c24514d2a0da0dd378d01a39f988dc552bb92
packed-4-lr0.0024-beta20.999-seed44,packed-4,0.0024,0.999,44,complete,3.592014071626603,408068096,packed-4-lr0.0024-beta20.999-seed44/attempt-001,3848d30c41b5f422a503eccb2de356b3919d5202a1bd4d29fa3a99824e6a581d
packed-4-lr0.0028-beta20.95-seed42,packed-4,0.0028,0.95,42,complete,3.7616969734834624,408068096,packed-4-lr0.0028-beta20.95-seed42/attempt-001,27ea89d630a46a0b58b6ca103ce2af5a10e046c5cdad182a4723cbc3a9ad64c4
packed-4-lr0.0028-beta20.95-seed43,packed-4,0.0028,0.95,43,complete,3.766866251793546,408068096,packed-4-lr0.0028-beta20.95-seed43/attempt-001,b15b263c86b516a76dcb58f59cb83a9096de596666ebc8de37b4d171901526f9
packed-4-lr0.0028-beta20.95-seed44,packed-4,0.0028,0.95,44,complete,3.773098623045963,408068096,packed-4-lr0.0028-beta20.95-seed44/attempt-001,28a3083550128ad877add29b2cbb2119228a625d43fa9d14b313a8092cfa7749
packed-4-lr0.0028-beta20.98-seed42,packed-4,0.0028,0.98,42,complete,3.67892817337816,408068096,packed-4-lr0.0028-beta20.98-seed42/attempt-001,795868e8a158e287862560e7592a06fbd3499b78c514a3e1e170af6ae4070e8a
packed-4-lr0.0028-beta20.98-seed43,packed-4,0.0028,0.98,43,complete,3.6861479751382706,408068096,packed-4-lr0.0028-beta20.98-seed43/attempt-001,3eea7c45f4f9b61d042ea92f3a8c6e6d15ca9098103e583de2c18a3c66939d7d
packed-4-lr0.0028-beta20.98-seed44,packed-4,0.0028,0.98,44,complete,3.68340331770275,408068096,packed-4-lr0.0028-beta20.98-seed44/attempt-001,196f9d6f7fc9475706c8b26d5b9becb9b32129cc850f53673978a8223bd7520d
packed-4-lr0.0028-beta20.999-seed42,packed-4,0.0028,0.999,42,complete,3.59258606945006,408068096,packed-4-lr0.0028-beta20.999-seed42/attempt-001,caf94a9a64ede5c05924c3def4c079583da447c4af04fcce2f7f563a47afbed6
packed-4-lr0.0028-beta20.999-seed43,packed-4,0.0028,0.999,43,complete,3.5937224689827505,408068096,packed-4-lr0.0028-beta20.999-seed43/attempt-001,5518060e55c2e73f61d01df4011920eb2dba0eb1784aff0117da24c73eb2ee89
packed-4-lr0.0028-beta20.999-seed44,packed-4,0.0028,0.999,44,complete,3.5941930880608717,408068096,packed-4-lr0.0028-beta20.999-seed44/attempt-001,5fcaf6bb42ab46a936bef876274617fd1b334c5f03590421ccda13a7d5d736fd
packed-8-lr0.0024-beta20.95-seed42,packed-8,0.0024,0.95,42,complete,3.923071173439712,408068096,packed-8-lr0.0024-beta20.95-seed42/attempt-001,e6ebd8897463c04fc37bf4e257b5600a274da9082f47e33bebf068d33563d35e
packed-8-lr0.0024-beta20.95-seed43,packed-8,0.0024,0.95,43,complete,3.925990084799641,408068096,packed-8-lr0.0024-beta20.95-seed43/attempt-001,067415588691b4fbe32f83ebed383ffa7568ac181f78b42ab31d2d95379a7e18
packed-8-lr0.0024-beta20.95-seed44,packed-8,0.0024,0.95,44,complete,3.9373008277716206,408068096,packed-8-lr0.0024-beta20.95-seed44/attempt-001,0019dca406aa035866bb5884a3cf949d748f9b20917fe0357b01896c3469b9c3
packed-8-lr0.0024-beta20.98-seed42,packed-8,0.0024,0.98,42,complete,3.782161310244201,408068096,packed-8-lr0.0024-beta20.98-seed42/attempt-001,e0b7e845c49aa0d2bdb7f3e90e213c1d136d10b320ca179258ee8cad72ba7908
packed-8-lr0.0024-beta20.98-seed43,packed-8,0.0024,0.98,43,complete,3.7989525451342967,408068096,packed-8-lr0.0024-beta20.98-seed43/attempt-001,b21202dfa54078362c932bb0ff1dcc8dd518ad0a5cfe3da8e2d81700bf7f8786
packed-8-lr0.0024-beta20.98-seed44,packed-8,0.0024,0.98,44,complete,3.7981937013104536,408068096,packed-8-lr0.0024-beta20.98-seed44/attempt-001,7f2b9d45811f3e999521a5f8d02fdad99443c533827ab1bb500040167714b6de
packed-8-lr0.0024-beta20.999-seed42,packed-8,0.0024,0.999,42,complete,3.654124969245852,408068096,packed-8-lr0.0024-beta20.999-seed42/attempt-001,00a11c100a0787ec490f7abeb8dc7bea3fd8081e4d8c27dddc8b7f0de6ffc7ca
packed-8-lr0.0024-beta20.999-seed43,packed-8,0.0024,0.999,43,complete,3.6549353682758934,408068096,packed-8-lr0.0024-beta20.999-seed43/attempt-001,a3f509dc3297294c9056b0d2b72fdd2858321fe684f7760237cab6bbfeaca54f
packed-8-lr0.0024-beta20.999-seed44,packed-8,0.0024,0.999,44,complete,3.652609867965963,408068096,packed-8-lr0.0024-beta20.999-seed44/attempt-001,83d118795fb27f15105585d6eeaf9142e0b51825046390f723bba4250bf7562c
packed-8-lr0.0028-beta20.95-seed42,packed-8,0.0028,0.95,42,complete,3.917144105127627,408068096,packed-8-lr0.0028-beta20.95-seed42/attempt-001,0c2a9ed1d80ff948b461dec36dadc37f9944f546744da5ac0ade4c4a53859317
packed-8-lr0.0028-beta20.95-seed43,packed-8,0.0028,0.95,43,complete,3.9151890315617726,408068096,packed-8-lr0.0028-beta20.95-seed43/attempt-001,b3d5d62210656121265fc4f07aafe402c84012b14207578f102d8688f353dfc5
packed-8-lr0.0028-beta20.95-seed44,packed-8,0.0028,0.95,44,complete,3.932833786644836,408068096,packed-8-lr0.0028-beta20.95-seed44/attempt-001,c8637124c27eb60153934fc3f76632fdd39bafad0a7f283419f11a332f2aebed
packed-8-lr0.0028-beta20.98-seed42,packed-8,0.0028,0.98,42,complete,3.7805091310262346,408068096,packed-8-lr0.0028-beta20.98-seed42/attempt-001,360a186a8fb4628e35fbd3fccb9fe45acea58d63a1c6cc2c59272cf1cbff5734
packed-8-lr0.0028-beta20.98-seed43,packed-8,0.0028,0.98,43,complete,3.7864292435704754,408068096,packed-8-lr0.0028-beta20.98-seed43/attempt-002,fc22472f39c571d18c0fe59d4ffca69b027eb610148ba31fc8969edfc789f8e4
packed-8-lr0.0028-beta20.98-seed44,packed-8,0.0028,0.98,44,complete,3.7849104896086065,408068096,packed-8-lr0.0028-beta20.98-seed44/attempt-001,fbee18aebd5b66312e5a1c2f07534aa45a142a711f07988d186e4448ebb10405
packed-8-lr0.0028-beta20.999-seed42,packed-8,0.0028,0.999,42,complete,3.6385525172652953,408068096,packed-8-lr0.0028-beta20.999-seed42/attempt-001,d8e5f05fab3755bb10c2412e073c547553fc7605d4f3f4fdef8df80746141196
packed-8-lr0.0028-beta20.999-seed43,packed-8,0.0028,0.999,43,complete,3.654028116705755,408068096,packed-8-lr0.0028-beta20.999-seed43/attempt-001,6a8b3ce6a554f8a870edc13de928bd14aa15b9313db5246052c74a6004b8bc1e
packed-8-lr0.0028-beta20.999-seed44,packed-8,0.0028,0.999,44,complete,3.6479844361663534,408068096,packed-8-lr0.0028-beta20.999-seed44/attempt-001,83452b0cf361f501d9a8219b5391bc0a973ddbe4b8087ed3697acb0f1db2931a
synchronous-lr0.0020-beta20.95-seed42,synchronous,0.002,0.95,42,complete,3.6121651143156646,408071168,synchronous-lr0.0020-beta20.95-seed42/attempt-001,cb56b68d2906e144ef7c09e168defb8e6f070241fb8f2bf470e07f5491721c21
synchronous-lr0.0020-beta20.95-seed43,synchronous,0.002,0.95,43,complete,3.610197638464231,408071168,synchronous-lr0.0020-beta20.95-seed43/attempt-001,00298f611f2349d526f6faf733ca435018a9ded23225dc733df062f1a0ee7d7e
synchronous-lr0.0020-beta20.95-seed44,synchronous,0.002,0.95,44,complete,3.6099079927910376,408071168,synchronous-lr0.0020-beta20.95-seed44/attempt-001,a31336fab97c49db311a0009f97dac191803f190ac894a74f8b4ea64326e3b65
synchronous-lr0.0020-beta20.98-seed42,synchronous,0.002,0.98,42,complete,3.5910877122166864,408071168,synchronous-lr0.0020-beta20.98-seed42/attempt-001,b3ea255ead15b1dc95e71cf3136e52e65a2723aebc4a6a5a8ee299a197324463
synchronous-lr0.0020-beta20.98-seed43,synchronous,0.002,0.98,43,complete,3.5837733218125645,408071168,synchronous-lr0.0020-beta20.98-seed43/attempt-001,5f029268670820c790a751d6be5e69eb14a5df5364bb65920822f38ba975f953
synchronous-lr0.0020-beta20.98-seed44,synchronous,0.002,0.98,44,complete,3.5905537697930674,408071168,synchronous-lr0.0020-beta20.98-seed44/attempt-001,19e425a7afac25356dc95220d49e43f203e50d2a4a95511796cc8d0278383a50
synchronous-lr0.0020-beta20.999-seed42,synchronous,0.002,0.999,42,complete,3.576311714287115,408071168,synchronous-lr0.0020-beta20.999-seed42/attempt-001,1b167c94c5230f4e165ad9a6f2355428916d83e5778b00b47abf38f9b3722fd1
synchronous-lr0.0020-beta20.999-seed43,synchronous,0.002,0.999,43,complete,3.560481858794608,408071168,synchronous-lr0.0020-beta20.999-seed43/attempt-001,5ffbf22d96d311838150aa775c57b78099baa1e358d70d83236a94c74424d4da
synchronous-lr0.0020-beta20.999-seed44,synchronous,0.002,0.999,44,complete,3.569162487658557,408071168,synchronous-lr0.0020-beta20.999-seed44/attempt-001,06f64ee02b7702ba7357e2b25c6b54e6fa625b8e5414fb914931aee565e41c92
synchronous-lr0.0022-beta20.95-seed42,synchronous,0.0022,0.95,42,complete,3.6130741830772544,408071168,synchronous-lr0.0022-beta20.95-seed42/attempt-001,aa4e46d98fc3d576cb6f080ba610a165640ec3a5d3d6449546b8413516a854e7
synchronous-lr0.0022-beta20.95-seed43,synchronous,0.0022,0.95,43,complete,3.6020860499984364,408071168,synchronous-lr0.0022-beta20.95-seed43/attempt-001,130ce75d222258a5c328329c4fb64f9b9104e3fdfc2b20bc90603c312324f023
synchronous-lr0.0022-beta20.95-seed44,synchronous,0.0022,0.95,44,complete,3.6067863586815747,408071168,synchronous-lr0.0022-beta20.95-seed44/attempt-001,737f8a61b56073d6118078e19f52972e8be66196aab4066c10d7d08470474963
synchronous-lr0.0022-beta20.98-seed42,synchronous,0.0022,0.98,42,complete,3.575338011308473,408071168,synchronous-lr0.0022-beta20.98-seed42/attempt-001,93858dbcae9a353b52ea5011d93d743541a1e224cd415dc9eadf004307a76e26
synchronous-lr0.0022-beta20.98-seed43,synchronous,0.0022,0.98,43,complete,3.5801065184346723,408071168,synchronous-lr0.0022-beta20.98-seed43/attempt-001,2f6f1345cfc5728b9271b61d18920cc709757ae928c33c63721044aca673e5a2
synchronous-lr0.0022-beta20.98-seed44,synchronous,0.0022,0.98,44,complete,3.592583619391074,408071168,synchronous-lr0.0022-beta20.98-seed44/attempt-001,a2b38e88a4e1bcf2404297071ae93a5ddf4c242f8b310261390d51b2f70cc6be
synchronous-lr0.0022-beta20.999-seed42,synchronous,0.0022,0.999,42,complete,3.556665792566333,408071168,synchronous-lr0.0022-beta20.999-seed42/attempt-001,0ba826086144e2c287320446405b5fd205198753ecec251ba7ae836bca52d8a2
synchronous-lr0.0022-beta20.999-seed43,synchronous,0.0022,0.999,43,complete,3.565889526463896,408071168,synchronous-lr0.0022-beta20.999-seed43/attempt-001,13b2cd7457d07503e6f435c3e5947712a1a11bb37d5d1e291f79b8d4afade876
synchronous-lr0.0022-beta20.999-seed44,synchronous,0.0022,0.999,44,complete,3.5709592133670935,408071168,synchronous-lr0.0022-beta20.999-seed44/attempt-001,dd15d73a17827a92934ac8e6ac02fcccd4fa05d7a75e5a21057dc1f38d822cdb
packed-4-lr0.0032-beta20.95-seed42,packed-4,0.0032,0.95,42,complete,3.7631193398887417,408068096,packed-4-lr0.0032-beta20.95-seed42/attempt-001,37443cf208216687d13cc57c14707bfe4576eea341a5ec066a346d238523bdac
packed-4-lr0.0032-beta20.95-seed43,packed-4,0.0032,0.95,43,complete,3.7732211485803875,408068096,packed-4-lr0.0032-beta20.95-seed43/attempt-001,17831cf655badf9cb45a989cff546d343bc87619f186714ea24ad4177f8f05d0
packed-4-lr0.0032-beta20.95-seed44,packed-4,0.0032,0.95,44,complete,3.7660672617474833,408068096,packed-4-lr0.0032-beta20.95-seed44/attempt-001,1fc59758bcb9932e2f9bdb984cfa1adaad43cdd6ed6f44cd15cdfe435bb698be
packed-4-lr0.0032-beta20.98-seed42,packed-4,0.0032,0.98,42,complete,3.668215455556183,408068096,packed-4-lr0.0032-beta20.98-seed42/attempt-001,726ccfeb676b65c15819362a83f0e882e89cea3ebe77acfd4643585e0241d348
packed-4-lr0.0032-beta20.98-seed43,packed-4,0.0032,0.98,43,complete,3.6817121050252,408068096,packed-4-lr0.0032-beta20.98-seed43/attempt-001,0f77a0a07cf1b42c8c4f85754d5770079956ecf7e672f88de7a152fd02175728
packed-4-lr0.0032-beta20.98-seed44,packed-4,0.0032,0.98,44,complete,3.6728555107383762,408068096,packed-4-lr0.0032-beta20.98-seed44/attempt-001,a1740d3cbb5065041ae5005cda62f0a6e634b27105e06f523a957f97103261e5
packed-4-lr0.0032-beta20.999-seed42,packed-4,0.0032,0.999,42,complete,3.5843472869533803,408068096,packed-4-lr0.0032-beta20.999-seed42/attempt-001,9def31b5a6795912b140e36db6168e5e5615d72da9d1fcec6836b9ca9953030d
packed-4-lr0.0032-beta20.999-seed43,packed-4,0.0032,0.999,43,complete,3.6084342646545506,408068096,packed-4-lr0.0032-beta20.999-seed43/attempt-001,77362008b537ab121436a58f84ade0808e1ec26b7751e87668035ae8f77fa989
packed-4-lr0.0032-beta20.999-seed44,packed-4,0.0032,0.999,44,complete,3.5885318001586692,408068096,packed-4-lr0.0032-beta20.999-seed44/attempt-001,c7e0a268ebd4dd203ffb77e57261d4f3392efac80530fccad2950f0ff9018cf9
packed-4-lr0.0036-beta20.95-seed42,packed-4,0.0036,0.95,42,complete,3.760203827983183,408068096,packed-4-lr0.0036-beta20.95-seed42/attempt-001,b8a61d42414938de241555d483f2fdc6086c3397f2481ef886ac9c6dcc5d7fd5
packed-4-lr0.0036-beta20.95-seed43,packed-4,0.0036,0.95,43,complete,3.7707756413154554,408068096,packed-4-lr0.0036-beta20.95-seed43/attempt-001,68e92e40028560ffb76a8a3281e4df811464c6a8c22b355aab09daf9c9a97060
packed-4-lr0.0036-beta20.95-seed44,packed-4,0.0036,0.95,44,complete,3.7568762306317347,408068096,packed-4-lr0.0036-beta20.95-seed44/attempt-001,1bd2784d2e171da1a1f23b8216e2698d8d88739eadd020d3c692ea395abda34b
packed-4-lr0.0036-beta20.98-seed42,packed-4,0.0036,0.98,42,complete,3.6753869729162094,408068096,packed-4-lr0.0036-beta20.98-seed42/attempt-001,832c5c0331da010669389f61d673f229f40df617d73b7d6afe947bc91bbc313d
packed-4-lr0.0036-beta20.98-seed43,packed-4,0.0036,0.98,43,complete,3.6885671489830836,408068096,packed-4-lr0.0036-beta20.98-seed43/attempt-001,550ff3e8910a6368322ec111efe90a3240db095d1d04d4706b8643cca0fd029c
packed-4-lr0.0036-beta20.98-seed44,packed-4,0.0036,0.98,44,complete,3.6772624698881042,408068096,packed-4-lr0.0036-beta20.98-seed44/attempt-001,3065aa6dc85127e34eb56c90739e903400b8627180e95ae8223d2e2c103c0fbe
packed-4-lr0.0036-beta20.999-seed42,packed-4,0.0036,0.999,42,complete,3.5831130768147363,408068096,packed-4-lr0.0036-beta20.999-seed42/attempt-001,77f9f3a7dfce09f679fdc8c8d215d6808e1ee693ae9012b3ca10e51478d734dd
packed-4-lr0.0036-beta20.999-seed43,packed-4,0.0036,0.999,43,complete,3.595556113198678,408068096,packed-4-lr0.0036-beta20.999-seed43/attempt-001,cc6fbc9415cd8bd3a9931a8ad6f81858f26ca684f66edff76a24ae4a545c192d
packed-4-lr0.0036-beta20.999-seed44,packed-4,0.0036,0.999,44,complete,3.5945257536193336,408068096,packed-4-lr0.0036-beta20.999-seed44/attempt-001,28f278dec34b6fabfbb6944bcd0d77f0f901481c54871697683d6c220f01d3ed
packed-8-lr0.0032-beta20.95-seed42,packed-8,0.0032,0.95,42,complete,3.9222273177113913,408068096,packed-8-lr0.0032-beta20.95-seed42/attempt-001,d30d40e2da5b8a2ecc3b0c09f4ce14830d7d751ce5f8944f4fe02fcad0fb792a
packed-8-lr0.0032-beta20.95-seed43,packed-8,0.0032,0.95,43,complete,3.9134318983944203,408068096,packed-8-lr0.0032-beta20.95-seed43/attempt-001,1388db47771c13c89d819dc1dfa85caaf7182ac2c4e074e9a7c2149a6e45a75c
packed-8-lr0.0032-beta20.95-seed44,packed-8,0.0032,0.95,44,complete,3.926626389322132,408068096,packed-8-lr0.0032-beta20.95-seed44/attempt-001,0c739cc77450dc1c7d1b036e6b239b1733ba5723318349bd5453d86aa23c0ab7
packed-8-lr0.0032-beta20.98-seed42,packed-8,0.0032,0.98,42,complete,3.777905617210396,408068096,packed-8-lr0.0032-beta20.98-seed42/attempt-001,fd2017b66496bab9a05097f073e54625685409c1835e53f31b9be9072e2a974d
packed-8-lr0.0032-beta20.98-seed43,packed-8,0.0032,0.98,43,complete,3.783186060990684,408068096,packed-8-lr0.0032-beta20.98-seed43/attempt-001,5f1cd7aa058701c635e67bea52d85379e7e69f1ee9d8d05abdc0a5e5fb0a8647
packed-8-lr0.0032-beta20.98-seed44,packed-8,0.0032,0.98,44,complete,3.7828296575671145,408068096,packed-8-lr0.0032-beta20.98-seed44/attempt-001,d60e2797afe76aa27ce60dc1dfbc4ddce21683b387f3892babfff05d7d430095
packed-8-lr0.0032-beta20.999-seed42,packed-8,0.0032,0.999,42,complete,3.6338753186225983,408068096,packed-8-lr0.0032-beta20.999-seed42/attempt-001,cdaf50724ef961da9c85a02b5302a6fb5795de2a765739ac940beff6c5105781
packed-8-lr0.0032-beta20.999-seed43,packed-8,0.0032,0.999,43,complete,3.652323020261807,408068096,packed-8-lr0.0032-beta20.999-seed43/attempt-001,bcf5b2af2147e3a549ba748aedb306477b222ce2c1ab2bb802534ee7b75567e8
packed-8-lr0.0032-beta20.999-seed44,packed-8,0.0032,0.999,44,complete,3.657743086414173,408068096,packed-8-lr0.0032-beta20.999-seed44/attempt-001,ee7f4459d066db052417a988b07c8615e954699797bb7f4e9b043906757e7b22
packed-8-lr0.0036-beta20.95-seed42,packed-8,0.0036,0.95,42,complete,3.9156263423746194,408068096,packed-8-lr0.0036-beta20.95-seed42/attempt-001,6afba327c653ba3843b3af667b84394ea9dfa95a2d4bf490ffde65b4bba95384
packed-8-lr0.0036-beta20.95-seed43,packed-8,0.0036,0.95,43,complete,3.9113515278091926,408068096,packed-8-lr0.0036-beta20.95-seed43/attempt-001,28272fbddfc6be66a07008d70f1cac0192dfb7ac60bde967c4d8c3c8718a70c0
packed-8-lr0.0036-beta20.95-seed44,packed-8,0.0036,0.95,44,complete,3.922639744498982,408068096,packed-8-lr0.0036-beta20.95-seed44/attempt-001,9e300d8d62395d22d2f8d47f8a27186e890ec755d8f1ea2da39f0428ab3602c3
packed-8-lr0.0036-beta20.98-seed42,packed-8,0.0036,0.98,42,complete,3.7686974918239273,408068096,packed-8-lr0.0036-beta20.98-seed42/attempt-001,28a7e586b4f2c1e41ad070d41c59794f18dc8abdc328fb7927eb9c21cb9eb706
packed-8-lr0.0036-beta20.98-seed43,packed-8,0.0036,0.98,43,complete,3.787047843181813,408068096,packed-8-lr0.0036-beta20.98-seed43/attempt-001,09706c92b0c2f4ff48c6c03ade9deffc493c1851a891b367625d81fe6e4a5013
packed-8-lr0.0036-beta20.98-seed44,packed-8,0.0036,0.98,44,complete,3.7770844852076855,408068096,packed-8-lr0.0036-beta20.98-seed44/attempt-001,c87eafb9be055d16ce901aaa61bc8ed0364a09733424fe1d5241ac32669b70f3
packed-8-lr0.0036-beta20.999-seed42,packed-8,0.0036,0.999,42,complete,3.6266310273801357,408068096,packed-8-lr0.0036-beta20.999-seed42/attempt-001,299abed980c5a62a97999a8331511cfe001ef1665d3f19524edd4b6c49db02e9
packed-8-lr0.0036-beta20.999-seed43,packed-8,0.0036,0.999,43,complete,3.651424533830535,408068096,packed-8-lr0.0036-beta20.999-seed43/attempt-001,ede3fcd4d2ebf20b6db9df278a54c4a682b485cd96d7984a9919da64d0e1763c
packed-8-lr0.0036-beta20.999-seed44,packed-8,0.0036,0.999,44,complete,3.638192279561844,408068096,packed-8-lr0.0036-beta20.999-seed44/attempt-001,13182eaa5ad65200143e2af4c997c8ad43090738aad7626f3fa705434e8f5d06
synchronous-lr0.0024-beta20.95-seed42,synchronous,0.0024,0.95,42,complete,3.605162673295289,408071168,synchronous-lr0.0024-beta20.95-seed42/attempt-001,59774227aa6b93d0712f8c1dc5348b1ecd8b76bd04ab8f45f97a7c297aa81e29
synchronous-lr0.0024-beta20.95-seed43,synchronous,0.0024,0.95,43,complete,3.6147766234766547,408071168,synchronous-lr0.0024-beta20.95-seed43/attempt-001,a76743ba74200fa5c28340e904e52bffa6142fe9d28d6d28293d115d38d94777
synchronous-lr0.0024-beta20.95-seed44,synchronous,0.0024,0.95,44,complete,3.611344371601145,408071168,synchronous-lr0.0024-beta20.95-seed44/attempt-001,67f3fdf5ec7341411445a0de18209a2a281401e58c716bf41bb12458773b120d
synchronous-lr0.0024-beta20.98-seed42,synchronous,0.0024,0.98,42,complete,3.5867763811570783,408071168,synchronous-lr0.0024-beta20.98-seed42/attempt-001,69869cde9dc485d7a907023455b4203eb9f2bf3fd0b94bea483b59e92c9f19d3
synchronous-lr0.0024-beta20.98-seed43,synchronous,0.0024,0.98,43,complete,3.592110483485016,408071168,synchronous-lr0.0024-beta20.98-seed43/attempt-001,275b81136af165e6ee0d8213d29dcdced2b4e87931fcd81584967c690d23e873
synchronous-lr0.0024-beta20.98-seed44,synchronous,0.0024,0.98,44,complete,3.5851162236746204,408071168,synchronous-lr0.0024-beta20.98-seed44/attempt-001,dcd65bb1f4b8d6e400ed4fe84c75ae9c4dcdbcb31c16287b34e818c18e344838
synchronous-lr0.0024-beta20.999-seed42,synchronous,0.0024,0.999,42,complete,3.5572684375336427,408071168,synchronous-lr0.0024-beta20.999-seed42/attempt-001,23ce6a5cd3292f79c3f433b82d3fad51116488084914d610608f9d06daca554c
synchronous-lr0.0024-beta20.999-seed43,synchronous,0.0024,0.999,43,complete,3.5700521586652467,408071168,synchronous-lr0.0024-beta20.999-seed43/attempt-001,3c1bdc038170c2f31b5f956a5246f5ac8629d799f4bfb5795675bef94af60951
